type,description,risk_score,created_at,category
Other,SpiderFoot execution failed: No output available,25,2025-03-26 00:01:31.145900,Incident
Other,SpiderFoot execution failed: No output available,23,2025-03-26 00:01:31.157561,Incident
Other,SpiderFoot execution failed: No output available,24,2025-03-26 00:01:31.171193,Incident
Other,Hardcoded threat description 3,29,2025-03-26 00:01:39.097995,Incident
Error,SpiderFoot execution failed: No output available,26,2025-03-26 00:01:39.099100,Incident
Other,Hardcoded threat description 2,28,2025-03-26 00:01:39.109341,Incident
Other,Hardcoded threat description 1,27,2025-03-26 00:01:39.120223,Incident
Other,localhost:3000,33,2025-03-26 00:01:39.133507,Incident
Other,http.title:admin login,30,2025-03-26 00:01:39.144332,Incident
Other,port:27017 mongodb,26,2025-03-26 00:01:39.158301,Incident
Other,port:3306 mysql,22,2025-03-26 00:01:39.172743,Incident
Other,Hardcoded threat description 1,32,2025-03-26 00:01:39.184298,Incident
Other,Hardcoded threat description 2,22,2025-03-26 00:01:39.195782,Incident
Other,Hardcoded threat description 3,22,2025-03-26 00:01:39.205597,Incident
Other,port:3306 mysql,34,2025-03-26 00:01:39.216605,Incident
Other,localhost:3000,30,2025-03-26 00:01:39.227527,Incident
Other,http.title:admin login,29,2025-03-26 00:01:39.240189,Incident
Other,Hardcoded threat description 3,32,2025-03-26 00:01:39.251257,Incident
Other,Hardcoded threat description 1,26,2025-03-26 00:01:39.261984,Incident
Other,Hardcoded threat description 2,21,2025-03-26 00:01:39.273397,Incident
Other,localhost:3000,34,2025-03-26 00:01:39.286268,Incident
Other,port:3306 mysql,34,2025-03-26 00:01:39.299218,Incident
Other,http.title:admin login,26,2025-03-26 00:01:39.310140,Incident
Other,port:27017 mongodb,21,2025-03-26 00:01:39.322387,Incident
Other,Hardcoded threat description 2,33,2025-03-26 00:01:39.333603,Incident
Other,Hardcoded threat description 3,33,2025-03-26 00:01:39.344960,Incident
Other,Hardcoded threat description 1,26,2025-03-26 00:01:39.357610,Incident
Other,localhost:3000,33,2025-03-26 00:01:39.371169,Incident
Other,port:3306 mysql,30,2025-03-26 00:01:39.384484,Incident
Other,http.title:admin login,23,2025-03-26 00:01:39.398232,Incident
Other,port:27017 mongodb,21,2025-03-26 00:01:39.409006,Incident
Other,Hardcoded threat description 2,35,2025-03-26 00:01:39.420122,Incident
Other,Hardcoded threat description 3,35,2025-03-26 00:01:39.432948,Incident
Other,Hardcoded threat description 1,33,2025-03-26 00:01:39.444262,Incident
Other,Hardcoded threat description 3,27,2025-03-26 00:01:39.457024,Incident
Other,Hardcoded threat description 1,25,2025-03-26 00:01:39.467885,Incident
Other,Hardcoded threat description 2,23,2025-03-26 00:01:39.480883,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",28,2025-03-26 00:01:39.494470,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",33,2025-03-26 00:01:39.507825,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",34,2025-03-26 00:01:39.518431,Incident
Other,SpiderFoot execution failed: No output available,25,2025-03-26 00:01:39.531654,Incident
Other,SpiderFoot execution failed: No output available,23,2025-03-26 00:01:39.553544,Incident
Other,SpiderFoot execution failed: No output available,24,2025-03-26 00:01:39.565362,Incident
Other,Hardcoded threat description 3,29,2025-03-26 00:01:51.483419,Incident
Human Name,Monitoring Dashboard,0,2025-03-27 22:40:37.942371,Incident
Human Name,PostgreSQL Database,0,2025-03-27 22:40:38.005226,Incident
Human Name,Database Server,99,2025-03-27 22:40:44.234011,Incident
Human Name,User Authentication Process,0,2025-03-27 22:40:58.003768,Incident
Username,localhost:5002,0,2025-03-27 22:40:58.055074,Incident
Human Name,Change Management,0,2025-03-27 22:41:09.761369,Incident
Username,localhost:5002,0,2025-03-27 22:41:09.812064,Incident
Human Name,Access Control Management,0,2025-03-27 22:41:23.020502,Incident
Human Name,Development Workstations,0,2025-03-27 22:41:23.079709,Incident
Human Name,Monitoring Dashboard,0,2025-03-27 22:41:38.121383,Incident
Human Name,User Authentication Process,0,2025-03-27 22:41:38.170001,Incident
Other,Hardcoded threat description 2,28,2025-03-26 00:01:51.496436,Incident
Other,Hardcoded threat description 3,33,2025-03-26 00:01:51.752659,Incident
Other,Hardcoded threat description 2,28,2025-03-26 00:01:57.509602,Incident
Other,Hardcoded threat description 3,33,2025-03-26 00:01:57.771854,Incident
Other,localhost:5002,23,2025-03-26 00:13:23.458673,Incident
Other,localhost:5002,23,2025-03-26 00:13:30.698837,Incident
Other,localhost:5002,23,2025-03-26 00:17:56.546912,Incident
Human Name,Network Switch,34,2025-03-26 00:37:45.898258,Incident
Username,localhost:5002,58,2025-03-26 03:51:51.737508,Incident
Username,localhost:5002,58,2025-03-26 04:23:04.501647,Incident
Username,localhost:5002,58,2025-03-26 04:27:46.103839,Incident
Human Name,PostgreSQL Database,100,2025-03-26 05:11:56.372933,Incident
Other,Hardcoded threat description 1,27,2025-03-26 00:01:51.512462,Incident
Other,Hardcoded threat description 1,26,2025-03-26 00:01:51.764363,Incident
Other,Hardcoded threat description 1,27,2025-03-26 00:01:57.521504,Incident
Other,Hardcoded threat description 1,26,2025-03-26 00:01:57.783744,Incident
Username,localhost:5002,24,2025-03-26 00:13:23.466726,Incident
Username,localhost:5002,35,2025-03-26 00:13:30.701184,Incident
Username,localhost:5002,25,2025-03-26 00:18:01.471601,Incident
Other,Network Switch,34,2025-03-26 00:38:20.934832,Incident
Error,Error fetching SpiderFoot data: Invalid control character at: line 1 column 129 (char 128),100,2025-03-26 03:51:56.269660,Incident
Human Name,Primary Application Server,11,2025-03-26 04:23:09.676049,Incident
Human Name,PostgreSQL Database,100,2025-03-26 04:27:53.767263,Incident
Error,Error fetching SpiderFoot data for query 'Authentication Service': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:12:40.461592,Incident
Other,localhost:3000,33,2025-03-26 00:01:51.524018,Incident
Other,localhost:3000,33,2025-03-26 00:01:51.775823,Incident
Other,localhost:3000,33,2025-03-26 00:01:57.534877,Incident
Other,localhost:3000,33,2025-03-26 00:01:57.795015,Incident
Other,localhost:5002,23,2025-03-26 00:13:26.620108,Incident
Other,localhost:5002,23,2025-03-26 00:13:30.882740,Incident
Other,localhost:5002,23,2025-03-26 00:35:05.103730,Incident
Other,Network Switch,34,2025-03-26 00:38:20.952833,Incident
Username,localhost:5002,58,2025-03-26 04:16:22.074228,Incident
Username,localhost:5002,58,2025-03-26 04:23:21.293879,Incident
Username,localhost:5002,58,2025-03-26 05:09:00.324705,Incident
Error,Error fetching SpiderFoot data for query 'Authentication Service': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:12:51.190116,Incident
Username,localhost:5002,58,2025-03-26 05:35:54.009665,Incident
Other,http.title:admin login,30,2025-03-26 00:01:51.536734,Incident
Other,port:3306 mysql,30,2025-03-26 00:01:51.787047,Incident
Other,http.title:admin login,30,2025-03-26 00:01:57.547126,Incident
Other,port:3306 mysql,30,2025-03-26 00:01:57.806226,Incident
Username,localhost:5002,24,2025-03-26 00:13:26.623756,Incident
Username,localhost:5002,26,2025-03-26 00:13:30.886285,Incident
Other,localhost:5002,25,2025-03-26 00:35:05.122204,Incident
Username,localhost:5002,21,2025-03-26 00:38:23.330680,Incident
Username,localhost:5002,58,2025-03-26 04:16:22.167454,Incident
Human Name,Network Firewall,100,2025-03-26 04:23:29.082200,Incident
Username,localhost:5002,58,2025-03-26 05:09:00.374542,Incident
Error,Error fetching SpiderFoot data for query 'Authentication Service': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:13:05.953469,Incident
Other,port:27017 mongodb,26,2025-03-26 00:01:51.550905,Incident
Other,http.title:admin login,23,2025-03-26 00:01:51.797221,Incident
Other,port:27017 mongodb,26,2025-03-26 00:01:57.560180,Incident
Other,http.title:admin login,23,2025-03-26 00:01:57.817243,Incident
Other,localhost:5002,23,2025-03-26 00:13:27.283157,Incident
Other,localhost:5002,23,2025-03-26 00:13:31.082987,Incident
Other,localhost:5002,23,2025-03-26 00:35:05.137098,Incident
Username,localhost:5002,31,2025-03-26 00:38:23.353263,Incident
Username,localhost:5002,58,2025-03-26 04:16:27.769864,Incident
Username,localhost:5002,58,2025-03-26 04:24:05.748284,Incident
Username,localhost:5002,58,2025-03-26 05:09:05.628506,Incident
Error,Error fetching SpiderFoot data for query 'PostgreSQL Database': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:14:21.395233,Incident
Other,port:3306 mysql,22,2025-03-26 00:01:51.567267,Incident
Other,port:27017 mongodb,21,2025-03-26 00:01:51.817492,Incident
Other,port:3306 mysql,22,2025-03-26 00:01:57.572500,Incident
Other,port:27017 mongodb,21,2025-03-26 00:01:57.830014,Incident
Username,localhost:5002,27,2025-03-26 00:13:27.285593,Incident
Username,localhost:5002,20,2025-03-26 00:13:31.084203,Incident
Other,localhost:5002,25,2025-03-26 00:35:05.150583,Incident
Other,Network Switch,34,2025-03-26 00:38:38.211388,Incident
Username,localhost:5002,58,2025-03-26 04:16:33.247524,Incident
Error,Error fetching SpiderFoot data for query 'User Authentication Process': Extra data: line 1 column 129 (char 128),100,2025-03-26 04:24:12.561648,Incident
Username,localhost:5002,58,2025-03-26 05:09:10.222291,Incident
Username,localhost:5002,58,2025-03-26 05:35:59.280324,Incident
Other,Hardcoded threat description 1,32,2025-03-26 00:01:51.578857,Incident
Other,Hardcoded threat description 2,35,2025-03-26 00:01:51.828259,Incident
Other,Hardcoded threat description 1,32,2025-03-26 00:01:57.587354,Incident
Other,Hardcoded threat description 2,35,2025-03-26 00:01:57.840687,Incident
Other,localhost:5002,23,2025-03-26 00:13:27.985363,Incident
Other,localhost:5002,23,2025-03-26 00:13:31.272777,Incident
Username,localhost:5002,27,2025-03-26 00:35:08.492641,Incident
Other,localhost:5002,21,2025-03-26 00:38:38.228009,Incident
Username,localhost:5002,58,2025-03-26 04:16:49.201413,Incident
Username,localhost:5002,58,2025-03-26 04:24:26.580387,Incident
Username,localhost:5002,58,2025-03-26 05:09:21.701191,Incident
Human Name,PostgreSQL Database,100,2025-03-26 05:14:30.486741,Incident
Other,Hardcoded threat description 2,22,2025-03-26 00:01:51.589440,Incident
Other,Hardcoded threat description 3,35,2025-03-26 00:01:51.838154,Incident
Other,Hardcoded threat description 2,22,2025-03-26 00:01:57.598546,Incident
Other,Hardcoded threat description 3,35,2025-03-26 00:01:57.853803,Incident
Username,localhost:5002,30,2025-03-26 00:13:27.987175,Incident
Username,localhost:5002,20,2025-03-26 00:13:31.273836,Incident
Username,localhost:5002,21,2025-03-26 00:35:08.517782,Incident
Human Name,Security Team,31,2025-03-26 00:38:44.456366,Incident
Error,Error fetching SpiderFoot data: Extra data: line 2 column 1 (char 129),100,2025-03-26 04:16:54.076463,Incident
Human Name,User Authentication Process,95,2025-03-26 04:24:34.382562,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:09:29.803020,Incident
Username,localhost:5002,58,2025-03-26 05:34:24.893808,Incident
Other,Hardcoded threat description 3,22,2025-03-26 00:01:51.600539,Incident
Other,Hardcoded threat description 1,33,2025-03-26 00:01:51.848580,Incident
Other,Hardcoded threat description 3,22,2025-03-26 00:01:57.610573,Incident
Other,Hardcoded threat description 1,33,2025-03-26 00:01:57.865710,Incident
Username,localhost:5002,23,2025-03-26 00:13:28.520049,Incident
Other,localhost:5002,23,2025-03-26 00:13:31.432129,Incident
Other,localhost:5002,23,2025-03-26 00:35:31.480552,Incident
Username,localhost:5002,58,2025-03-26 03:49:44.686437,Incident
Username,localhost:5002,58,2025-03-26 04:17:26.713485,Incident
Username,localhost:5002,58,2025-03-26 04:25:58.397705,Incident
Username,localhost:5002,58,2025-03-26 05:09:34.124813,Incident
Username,localhost:5002,58,2025-03-26 05:34:29.407136,Incident
Username,localhost:5002,58,2025-03-26 05:36:04.269947,Incident
Other,port:3306 mysql,34,2025-03-26 00:01:51.614090,Incident
Other,Hardcoded threat description 3,27,2025-03-26 00:01:51.858937,Incident
Other,port:3306 mysql,34,2025-03-26 00:01:57.622322,Incident
Other,Hardcoded threat description 3,27,2025-03-26 00:01:57.877898,Incident
Other,localhost:5002,23,2025-03-26 00:13:28.520253,Incident
Username,localhost:5002,35,2025-03-26 00:13:31.433672,Incident
Other,localhost:5002,25,2025-03-26 00:35:31.495472,Incident
Username,localhost:5002,58,2025-03-26 03:49:49.459329,Incident
Error,Error fetching SpiderFoot data: Extra data: line 2 column 1 (char 129),100,2025-03-26 04:17:31.465770,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-26 04:26:04.967890,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:09:38.795358,Incident
Other,localhost:3000,30,2025-03-26 00:01:51.625297,Incident
Other,Hardcoded threat description 1,25,2025-03-26 00:01:51.869186,Incident
Other,localhost:3000,30,2025-03-26 00:01:57.634213,Incident
Other,Hardcoded threat description 1,25,2025-03-26 00:01:57.889848,Incident
Other,localhost:5002,23,2025-03-26 00:13:29.006203,Incident
Other,localhost:5002,23,2025-03-26 00:13:31.616585,Incident
Other,localhost:5002,27,2025-03-26 00:35:31.536097,Incident
Username,localhost:5002,58,2025-03-26 03:50:05.545241,Incident
Username,localhost:5002,58,2025-03-26 04:18:00.780245,Incident
Username,localhost:5002,58,2025-03-26 04:26:11.737555,Incident
Username,localhost:5002,58,2025-03-26 05:09:48.460148,Incident
Username,localhost:5002,58,2025-03-26 05:34:38.071015,Incident
Username,localhost:5002,58,2025-03-26 05:36:15.308481,Incident
Other,http.title:admin login,29,2025-03-26 00:01:51.636048,Incident
Other,Hardcoded threat description 2,23,2025-03-26 00:01:51.879586,Incident
Other,http.title:admin login,29,2025-03-26 00:01:57.647807,Incident
Other,Hardcoded threat description 2,23,2025-03-26 00:01:57.903723,Incident
Username,localhost:5002,33,2025-03-26 00:13:29.008213,Incident
Username,localhost:5002,20,2025-03-26 00:13:31.618782,Incident
Human Name,Primary Application Server,29,2025-03-26 00:35:38.996643,Incident
Error,Error fetching SpiderFoot data: Invalid control character at: line 1 column 129 (char 128),100,2025-03-26 03:50:14.407475,Incident
Username,localhost:5002,58,2025-03-26 04:18:00.815933,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-26 04:26:16.326839,Incident
Human Name,PostgreSQL Database,100,2025-03-26 05:09:53.009396,Incident
Username,localhost:5002,58,2025-03-26 05:36:29.020489,Incident
Other,Hardcoded threat description 3,32,2025-03-26 00:01:51.650308,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",28,2025-03-26 00:01:51.890113,Incident
Other,Hardcoded threat description 3,32,2025-03-26 00:01:57.659682,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",28,2025-03-26 00:01:57.917455,Incident
Username,localhost:5002,23,2025-03-26 00:13:29.549169,Incident
Other,localhost:5002,23,2025-03-26 00:13:31.797400,Incident
Other,localhost:5002,23,2025-03-26 00:36:05.284622,Incident
Username,localhost:5002,58,2025-03-26 03:50:55.431980,Incident
Username,localhost:5002,58,2025-03-26 04:18:05.592983,Incident
Username,localhost:5002,58,2025-03-26 04:26:30.205848,Incident
Username,localhost:5002,58,2025-03-26 05:10:05.978168,Incident
Username,localhost:5002,58,2025-03-26 05:36:43.697477,Incident
Other,Hardcoded threat description 1,26,2025-03-26 00:01:51.662677,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",33,2025-03-26 00:01:51.900454,Incident
Other,Hardcoded threat description 1,26,2025-03-26 00:01:57.672118,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",33,2025-03-26 00:01:57.928568,Incident
Other,localhost:5002,23,2025-03-26 00:13:29.549376,Incident
Username,localhost:5002,34,2025-03-26 00:13:31.800095,Incident
Other,localhost:5002,25,2025-03-26 00:36:05.311173,Incident
Error,Error fetching SpiderFoot data: Extra data: line 2 column 1 (char 129),100,2025-03-26 03:51:02.491224,Incident
Username,localhost:5002,58,2025-03-26 04:18:10.188209,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-26 04:26:34.733835,Incident
Error,Error fetching SpiderFoot data for query 'Customer Personal Records': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:10:12.361437,Incident
Other,Hardcoded threat description 2,21,2025-03-26 00:01:51.676306,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",34,2025-03-26 00:01:51.910801,Incident
Other,Hardcoded threat description 2,21,2025-03-26 00:01:57.683111,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",34,2025-03-26 00:01:57.942052,Incident
Other,localhost:5002,23,2025-03-26 00:13:30.038297,Incident
Other,localhost:5002,23,2025-03-26 00:13:32.000425,Incident
Other,localhost:5002,27,2025-03-26 00:36:05.324015,Incident
Username,localhost:5002,58,2025-03-26 03:51:07.630625,Incident
Username,localhost:5002,58,2025-03-26 04:18:33.094267,Incident
Username,localhost:5002,58,2025-03-26 04:26:40.019668,Incident
Human Name,Customer Personal Records,7,2025-03-26 05:10:27.823699,Incident
Username,localhost:5002,58,2025-03-26 05:47:37.824522,Incident
Other,localhost:3000,34,2025-03-26 00:01:51.688660,Incident
Other,SpiderFoot execution failed: No output available,25,2025-03-26 00:01:51.922097,Incident
Other,localhost:3000,34,2025-03-26 00:01:57.695697,Incident
Other,SpiderFoot execution failed: No output available,25,2025-03-26 00:01:57.953866,Incident
Username,localhost:5002,33,2025-03-26 00:13:30.039308,Incident
Username,localhost:5002,21,2025-03-26 00:13:32.005029,Incident
Other,Primary Application Server,29,2025-03-26 00:36:05.336667,Incident
Error,Error fetching SpiderFoot data: Invalid control character at: line 1 column 129 (char 128),100,2025-03-26 03:51:12.352777,Incident
Error,Error fetching SpiderFoot data: Invalid control character at: line 1 column 129 (char 128),100,2025-03-26 04:18:37.813722,Incident
Username,localhost:5002,58,2025-03-26 04:26:44.768336,Incident
Human Name,Security Team,2,2025-03-26 05:10:50.274142,Incident
Error,Error fetching SpiderFoot data for query 'PostgreSQL Database': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:34:44.981286,Incident
Other,port:3306 mysql,34,2025-03-26 00:01:51.699789,Incident
Other,SpiderFoot execution failed: No output available,23,2025-03-26 00:01:51.932530,Incident
Other,port:3306 mysql,34,2025-03-26 00:01:57.706692,Incident
Other,SpiderFoot execution failed: No output available,23,2025-03-26 00:01:57.964343,Incident
Other,localhost:5002,23,2025-03-26 00:13:30.303817,Incident
Other,localhost:5002,23,2025-03-26 00:14:25.500296,Incident
Human Name,End Users,31,2025-03-26 00:36:11.364299,Incident
Username,localhost:5002,58,2025-03-26 03:51:29.386069,Incident
Username,localhost:5002,58,2025-03-26 04:22:52.991167,Incident
Username,localhost:5002,58,2025-03-26 04:26:58.280215,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:11:10.816118,Incident
Username,localhost:5002,58,2025-03-26 05:34:51.949359,Incident
Other,http.title:admin login,26,2025-03-26 00:01:51.712058,Incident
Other,SpiderFoot execution failed: No output available,24,2025-03-26 00:01:51.945406,Incident
Other,http.title:admin login,26,2025-03-26 00:01:57.739319,Incident
Other,SpiderFoot execution failed: No output available,24,2025-03-26 00:01:57.976298,Incident
Username,localhost:5002,35,2025-03-26 00:13:30.305658,Incident
Username,localhost:5002,23,2025-03-26 00:14:25.500618,Incident
Human Name,End Users,32,2025-03-26 00:36:52.511881,Incident
Username,localhost:5002,58,2025-03-26 03:51:29.408290,Incident
Username,localhost:5002,58,2025-03-26 04:22:53.016011,Incident
Human Name,Customer Management System,1,2025-03-26 04:27:03.074121,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:11:19.609957,Incident
Human Name,PostgreSQL Database,100,2025-03-26 05:34:59.086969,Incident
Other,port:27017 mongodb,21,2025-03-26 00:01:51.727194,Incident
Error,SpiderFoot execution failed: No output available,29,2025-03-26 00:01:57.496005,Incident
Other,port:27017 mongodb,21,2025-03-26 00:01:57.749569,Incident
Username,localhost:5002,23,2025-03-26 00:12:41.635788,Incident
Username,localhost:5002,20,2025-03-26 00:13:30.483283,Incident
Username,localhost:5002,35,2025-03-26 00:14:25.539272,Incident
Username,localhost:5002,20,2025-03-26 00:37:27.676677,Incident
Username,localhost:5002,58,2025-03-26 03:51:34.247856,Incident
Username,localhost:5002,58,2025-03-26 04:22:58.009323,Incident
Username,localhost:5002,58,2025-03-26 04:27:35.472912,Incident
Human Name,Backup and Recovery,21,2025-03-26 05:11:32.353087,Incident
Username,localhost:5002,58,2025-03-26 05:35:53.956866,Incident
Username,localhost:5002,58,2025-03-26 05:47:37.846514,Incident
Other,Hardcoded threat description 2,33,2025-03-26 00:01:51.741577,Incident
Other,Hardcoded threat description 3,29,2025-03-26 00:01:57.496397,Incident
Other,Hardcoded threat description 2,33,2025-03-26 00:01:57.760801,Incident
Username,localhost:5002,24,2025-03-26 00:12:41.658312,Incident
Other,localhost:5002,23,2025-03-26 00:13:30.483494,Incident
Other,localhost:5002,23,2025-03-26 00:14:25.539473,Incident
Username,localhost:5002,20,2025-03-26 00:37:27.692864,Incident
Username,localhost:5002,58,2025-03-26 03:51:38.762594,Incident
Username,localhost:5002,58,2025-03-26 04:23:02.759333,Incident
Error,Error fetching SpiderFoot data for query 'PostgreSQL Database': Extra data: line 1 column 129 (char 128),100,2025-03-26 04:27:41.848762,Incident
Error,Error fetching SpiderFoot data for query 'PostgreSQL Database': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:11:48.251970,Incident
Error,SpiderFoot execution failed: No output available,35,2025-03-26 00:01:51.483639,Incident
Human Name,Access Control Management,0,2025-03-27 22:40:37.968956,Incident
Human Name,Development Workstations,0,2025-03-27 22:40:38.016263,Incident
Human Name,Monitoring Dashboard,0,2025-03-27 22:40:57.946756,Incident
Human Name,PostgreSQL Database,0,2025-03-27 22:40:58.014947,Incident
Error,Error fetching SpiderFoot data for query 'Database Server': Extra data: line 1 column 129 (char 128),100,2025-03-27 22:41:04.867397,Incident
Human Name,User Authentication Process,0,2025-03-27 22:41:09.775770,Incident
Username,localhost:5002,0,2025-03-27 22:41:09.824861,Incident
Human Name,Change Management,0,2025-03-27 22:41:23.035253,Incident
Username,localhost:5002,0,2025-03-27 22:41:23.092796,Incident
Human Name,Access Control Management,0,2025-03-27 22:41:38.145732,Incident
Human Name,Development Workstations,0,2025-03-27 22:41:38.195921,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-26 05:36:22.054977,Incident
Human Name,Change Management,0,2025-03-27 22:40:37.982583,Incident
Username,localhost:5002,0,2025-03-27 22:40:38.027701,Incident
Human Name,Access Control Management,0,2025-03-27 22:40:57.975287,Incident
Human Name,Development Workstations,0,2025-03-27 22:40:58.029180,Incident
Human Name,Monitoring Dashboard,0,2025-03-27 22:41:09.724537,Incident
Human Name,PostgreSQL Database,0,2025-03-27 22:41:09.788060,Incident
Error,Error fetching SpiderFoot data for query 'Database Server': Extra data: line 1 column 129 (char 128),100,2025-03-27 22:41:14.262003,Incident
Human Name,User Authentication Process,0,2025-03-27 22:41:23.050193,Incident
Username,localhost:5002,0,2025-03-27 22:41:23.107323,Incident
Human Name,Change Management,0,2025-03-27 22:41:38.157933,Incident
Username,localhost:5002,0,2025-03-27 22:41:38.207041,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:36:35.284572,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:36:48.230634,Incident
Human Name,User Authentication Process,0,2025-03-27 22:40:37.993647,Incident
Username,localhost:5002,0,2025-03-27 22:40:38.040007,Incident
Human Name,Change Management,0,2025-03-27 22:40:57.991676,Incident
Username,localhost:5002,0,2025-03-27 22:40:58.042668,Incident
Human Name,Access Control Management,0,2025-03-27 22:41:09.748760,Incident
Human Name,Development Workstations,0,2025-03-27 22:41:09.800156,Incident
Human Name,Monitoring Dashboard,0,2025-03-27 22:41:22.995927,Incident
Human Name,PostgreSQL Database,0,2025-03-27 22:41:23.064762,Incident
Error,Error fetching SpiderFoot data for query 'PostgreSQL Database': Extra data: line 1 column 129 (char 128),100,2025-03-27 22:41:27.502241,Incident
Username,localhost:5002,58,2025-03-26 05:47:42.976903,Incident
Username,localhost:5002,58,2025-03-26 05:47:47.593213,Incident
Username,localhost:5002,58,2025-03-26 05:47:58.547393,Incident
Human Name,Database Administrators,99,2025-03-26 05:48:05.151618,Incident
Username,localhost:5002,58,2025-03-26 05:48:18.497111,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:48:24.805058,Incident
Username,localhost:5002,58,2025-03-26 05:48:28.449428,Incident
Human Name,Payment Processing API,17,2025-03-26 05:48:33.028957,Incident
Username,localhost:5002,58,2025-03-26 05:54:35.213991,Incident
Username,localhost:5002,58,2025-03-26 05:54:35.233968,Incident
Username,localhost:5002,58,2025-03-26 05:54:40.442452,Incident
Username,localhost:5002,58,2025-03-26 05:54:44.929185,Incident
Username,localhost:5002,58,2025-03-26 05:54:51.093673,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-26 05:54:55.590697,Incident
Username,localhost:5002,58,2025-03-26 05:55:00.587248,Incident
Human Name,Payment Processing API,17,2025-03-26 05:55:05.147998,Incident
Username,localhost:5002,58,2025-03-26 06:08:06.976660,Incident
Username,localhost:5002,58,2025-03-26 06:08:07.011420,Incident
Username,localhost:5002,58,2025-03-26 06:08:12.739821,Incident
Username,localhost:5002,58,2025-03-26 06:08:17.872244,Incident
Username,localhost:5002,58,2025-03-26 06:08:24.756567,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-26 06:08:29.667124,Incident
Username,localhost:5002,58,2025-03-26 06:08:34.716110,Incident
Human Name,Payment Processing API,17,2025-03-26 06:08:39.439078,Incident
Username,localhost:5002,58,2025-03-26 06:10:08.280037,Incident
Human Name,Customer Personal Records,7,2025-03-26 06:10:13.440104,Incident
Username,localhost:5002,58,2025-03-26 06:11:39.432806,Incident
